url	type	value
comcom-crozon.bzh	google	https://www.google.com/recaptcha/api.js?render=6LdyTJoUAAAAANk4rXFEI5a5EYij8y1DEWISgU9L&ver=3.0
comite-du-label.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto%3Aregular%2Citalic%2C100%2C300%2C500%2C700%2C900%7CLibre+Baskerville%3Aregular%2Citalic%2C700%26subset%3Dlatin%2C
comite-du-label.fr	google	https://www.google.com/recaptcha/api.js?render=6LeieMMUAAAAAMwOd9h2wLMtrlv_8bD5RpqShiaJ
comite-du-label.fr	jsdelivr	https://cdn.jsdelivr.net/wp/wp-slimstat/tags/4.8.8.1/wp-slimstat.min.js
comite-du-secret.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto%3Aregular%2Citalic%2C100%2C300%2C500%2C700%2C900%7CLibre+Baskerville%3Aregular%2Citalic%2C700%26subset%3Dlatin%2C&ver=5.5.1
comite-du-secret.fr	google	https://www.google.com/recaptcha/api.js?render=6LeQbIcUAAAAAMhtrZ7gnM__Bux7CnEbIWHS5_Hq&ver=3.0
comite-du-secret.fr	jsdelivr	https://cdn.jsdelivr.net/wp/wp-slimstat/tags/4.8.8.1/wp-slimstat.min.js
commission-refugies.fr	google fonts	http://fonts.googleapis.com/css?family=Droid+Serif%3A400%2C700%2C400italic%2C700italic%7COpen+Sans%3A300%2C400%2C600%2C700&ver=4.7.18
communaute.chorus-pro.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Source%20Sans%20Pro:200,300,400,600,700,900,200italic,300italic,400italic,600italic,700italic,900italic|Montserrat:100,200,300,400,500,600,700,800,900,100italic,200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic&display=swap&ver=1593774208
communaute.chorus-pro.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
communaute.chorus-pro.gouv.fr	google	https://www.google.com/ads/ga-audiences?t=sr&aip=1&_r=4&slf_rd=1&v=1&_v=j86&tid=UA-101612615-1&cid=710716306.1602021978&jid=1452473369&_u=IEBAAEAAAAAAAC~&z=1809464059
compare.aphp.fr	google fonts	https://fonts.googleapis.com/css?family=Raleway
concours.aphp.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/bootstrap/3.3.7/css/bootstrap.min.css
concours.aphp.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:400,700
concours.aphp.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/3.1.0/jquery.min.js
conseil-concurrence.fr	google fonts	http://fonts.googleapis.com/css?family=Open+Sans:300,400,600&subset=latin,latin-ext,cyrillic,cyrillic-ext,greek,greek-ext,vietnamese
conseil-constitutionnel.fr	xiti	https://logs1409.xiti.com/hit.xiti?s=595265&ts=1602021985056&idclient=ce5af5b9-a584-4615-a636-1ae2dc9f0768-NO&vtag=5.11.0&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x6x25&lng=en-US&idp=0006254035345&jv=0&p=page_d_accueil&s2=1&x1=francais&ref=
conservatoire-du-littoral.fr	google fonts	https://fonts.googleapis.com/css?family=Fira+Sans:300,400,500,600,700|Roboto:300,400,500,700,900&display=swap
conservatoire-du-littoral.fr	google analytics	http://www.google-analytics.com/analytics.js
cor-retraites.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto:300,400,400i,500,700,900&display=swap
cor-retraites.fr	twitter	https://platform.twitter.com/widgets.js
cor-retraites.fr	youtube	https://www.youtube.com/embed/PGo1kX91bvQ
cor-retraites.fr	google analytics	https://googleads.g.doubleclick.net/pagead/id
corevih-idfcentre.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
corevih-idfcentre.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
corevih-idfcentre.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
corevih-idfcentre.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
corevih-idfcentre.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602021993896
correze.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=482009&s2=1&p=Accueil&hl=0x6x36&vrn=1&ac=&an=&lng=en-US&vtag=43001&idp=0006366059335&jv=0&r=1920x1200x24x24&re=800x600&ref=
corse-du-sud.gouv.fr	xiti	http://logi241.xiti.com/hit.xiti?s=477530&s2=1&p=Accueil&hl=0x6x57&vrn=1&lng=en-US&vtag=43001&idp=0006578609028&jv=0&r=1920x1200x24x24&re=800x600&ref=
corse.gouv.fr	xiti	https://logs1407.xiti.com/hit.xiti?s=566498&ts=1602021998990&idclient=0004032806699&vtag=5.5.1b&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x6x38&lng=en-US&idp=0006388031696&jv=0&p=Accueil_corse&s2=1&x1=[article]&ref=
corse.safire.fonction-publique.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
cote-dor.gouv.fr	xiti	http://logc279.xiti.com/hit.xiti?s=538733&s2=1&p=Accueil&hl=0x7x1&vrn=1&lng=en-US&vtag=43001&idp=0007011878449&jv=0&r=1920x1200x24x24&re=800x600&ref=
cotes-darmor.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=482002&s2=1&p=Accueil&vrn=1&ac=&an=&lng=en-US&idp=0006517757228&jv=0&re=800x600&vtag=4.6.1&hl=0x6x51&r=1920x1200x24x24&rn=1602022011455&ref=
cotes-darmor.pref.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=482002&s2=1&p=Accueil&ac=&an=&lng=en-US&idp=0006549817946&jv=0&re=800x600&vtag=4.6.1&hl=0x6x54&r=1920x1200x24x24&rn=1602022014074&ref=
covid-documentation.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
covid-documentation.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
covid-documentation.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
covid-documentation.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
covid19.reserve-civique.gouv.fr	xiti	https://logs1409.xiti.com/hit.xiti?s=610648&idclient=2ef310ec-0935-4ae2-ac4d-56f99991827d-NO&ts=1602022017026&vtag=5.19.0&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x6x57&lng=en-US&idp=0006573595986&jv=0&p=&s2=&ref=
covid19.reserve-civique.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
cpf.edu.lb	jQuery	https://code.jquery.com/jquery-3.4.1.min.js
cpf.edu.lb	google analytics	https://ssl.google-analytics.com/ga.js
creps-dijon.sports.gouv.fr	google maps	https://maps.googleapis.com/maps/api/js?key=AIzaSyDwGwdHSBxM5daphMXv9NFe6bPbRKAVoG0
creps-dijon.sports.gouv.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=AW-1012938923
creps-dijon.sports.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
creps-dijon.sports.gouv.fr	facebook	https://connect.facebook.net/en_US/fbevents.js
creps-dijon.sports.gouv.fr	google	https://www.google.com/pagead/1p-user-list/1012938923/?random=1602022022622&cv=9&fst=1602021600000&num=1&guid=ON&u_h=1200&u_w=1920&u_ah=1200&u_aw=1920&u_cd=24&u_his=2&u_tz=120&u_java=false&u_nplug=0&u_nmime=0&sendb=1&frm=0&url=https%3A%2F%2Fwww.irss.fr%2Fformations-sports%2Fprepa-sports&tiba=Pre%CC%81pa%20BPJEPS%20me%CC%81tiers%20du%20sport%20-%20Angers%2C%20Bordeaux%2C%20Brest%2C%20Caen%2C%20Cholet%2C%20Le%20Mans%2C%20Les%20Sables%2C%20Nantes%2C%20Rennes%2C%20Tours%2C%20Royan%20et%20Poitiers%20IRSS&fmt=3&is_vtc=1&random=2375977445&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y
creps-nancy.sports.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Dosis%3A300%2C500%2C600%2C700%2C800&ver=5.5.1
creps-pdl.sports.gouv.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-25999775-1
creps-pdl.sports.gouv.fr	google	https://ajax.googleapis.com/ajax/libs/jquery/1.8/jquery.min.js
creps-pdl.sports.gouv.fr	twitter	http://platform.twitter.com/widgets.js
creps-pdl.sports.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
creps-pdl.sports.gouv.fr	facebook	http://connect.facebook.net/en_US/all.js
creps-reunion.sports.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Lato:400,700%7CRaleway:300,400,900%7CRoboto+Condensed:300,400,700
creps-reunion.sports.gouv.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-159534161-1
creps-reunion.sports.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
creps-reunion.sports.gouv.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
creps-strasbourg.sports.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:400,700%7COpen+Sans:400,300,300italic,400italic,600,600italic,700,800,700italic,800italic%7CMontserrat%3A700%2C900
creps-strasbourg.sports.gouv.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css?ver=4.6.19
creps-strasbourg.sports.gouv.fr	jsdelivr	https://cdn.jsdelivr.net/fontawesome/4.7.0/css/font-awesome.min.css?ver=4.7.0
creps-strasbourg.sports.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
creps-strasbourg.sports.gouv.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
creps-toulouse.sports.gouv.fr	google analytics	https://ssl.google-analytics.com/ga.js
creps-vichy.sports.gouv.fr	google analytics	https://ssl.google-analytics.com/ga.js
creuse.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=482008&s2=1&p=Accueil&hl=0x7x11&vrn=1&ac=&an=&lng=en-US&vtag=42012&idp=0007112044497&jv=0&r=1920x1200x24x24&re=800x600&ref=
csa.fr	twitter	https://platform.twitter.com/widgets.js
csa.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-24614819-1
csa.fr	google analytics	https://www.google-analytics.com/analytics.js
csnp.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-155389648-1
csnp.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat%3A400%2C700%7COpen+Sans%3A300%2C400%2C700%2C300italic%2C400italic%2C700italic&subset=latin%2Clatin-ext&display=swap
csnp.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/font-awesome/4.6.3/css/font-awesome.min.css?ver=5.4.2
csnp.fr	google analytics	https://www.google-analytics.com/analytics.js
csnp.fr	twitter	https://platform.twitter.com/widgets.js
ctsb.fr	google fonts	https://fonts.googleapis.com/css?family=Raleway:100,200,300,400,500,600,700,800,900,100italic,200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic|Roboto:100,200,300,400,500,600,700,800,900,100italic,200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic|Montserrat:100,200,300,400,500,600,700,800,900,100italic,200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic|Oswald:100,200,300,400,500,600,700,800,900,100italic,200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic|Source+Sans+Pro:100,200,300,400,500,600,700,800,900,100italic,200italic,300italic,400italic,500italic,600italic,700italic,800italic,900italic&subset=latin-ext&display=swap
ctsb.fr	google analytics	https://ssl.google-analytics.com/ga.js
ctsb.fr	cloudfront	https://d3uzsv7k2lpopp.cloudfront.net/sp-2.0.0-dm-0.1.min.js
ctsb.fr	google	https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-7265702-9&cid=238410112.1602022035&jid=1383488865&_v=5.7.2&z=1880122446
culture.fr	google fonts	https://fonts.googleapis.com/css?family=Crimson+Pro:200,400&display=swap
culture.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-56036549-1
culture.fr	twitter	https://platform.twitter.com/widgets.js
culture.fr	instagram	https://www.instagram.com/embed.js
culture.fr	facebook	https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FCulture.Gouv%2Fposts%2F3339581796079566&show_text=true&width=552&height=589&appId
culture.fr	xiti	https://logs4.xiti.com/hit.xiti?s=123638&idclient=986c4ad5-9cbf-454f-8263-5df96e76868d&ts=1602022034562&vtag=5.17.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x7x14&lng=en-US&idp=0007141792909&p=accueil_ministere&s2=null&ref=
culture.fr	google analytics	https://www.google-analytics.com/analytics.js
culture.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Crimson+Pro:200,400&display=swap
culture.gouv.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-56036549-1
culture.gouv.fr	twitter	https://platform.twitter.com/widgets.js
culture.gouv.fr	instagram	https://www.instagram.com/embed.js
culture.gouv.fr	facebook	https://www.facebook.com/plugins/post.php?href=https%3A%2F%2Fwww.facebook.com%2FCulture.Gouv%2Fposts%2F3339581796079566&show_text=true&width=552&height=589&appId
culture.gouv.fr	xiti	https://logs4.xiti.com/hit.xiti?s=123638&idclient=986c4ad5-9cbf-454f-8263-5df96e76868d&ts=1602022036439&vtag=5.17.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x7x16&lng=en-US&idp=0007162005266&p=accueil_ministere&s2=null&ref=
culture.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
cvec.etudiant.gouv.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css
cybermalveillance.gouv.fr	xiti	https://logs1409.xiti.com/hit.xiti?s=609573&idclient=ef34438b-e2ea-40a6-934f-09f413c7e905&ts=1602022037917&vtag=5.18.2&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x7x17&lng=en-US&idp=0007171475485&p=&s2=&vrn=1&ref=
cyberveille-sante.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
darsaintantoine.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
darsaintantoine.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
darsaintantoine.aphp.fr	google maps	http://maps.googleapis.com/maps/api/js?key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&sensor=false&ver=1.2.1
darsaintantoine.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
darsaintantoine.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602022038827
datacollecte.equipements.sports.gouv.fr	google	https://www.google.com/recaptcha/api.js?render=explicit&onload=initRecaptcha
debatpublic.fr	google fonts	https://fonts.googleapis.com/css?family=Cabin:400,700,700italic,400italic|Droid+Sans:400,700|Droid+Serif:400,400italic,700,700italic
debatpublic.fr	google analytics	https://www.google-analytics.com/analytics.js
defense.gouv.fr	twitter	https://platform.twitter.com/widgets.js
defenseurdesdroits.fr	bootstrapcdn	https://maxcdn.bootstrapcdn.com/font-awesome/4.7.0/css/font-awesome.min.css
defenseurdesdroits.fr	jsdelivr	https://cdn.jsdelivr.net/npm/bootstrap@3.3.5/dist/css/bootstrap.min.css
defenseurdesdroits.fr	Mailjet	https://app.mailjet.com/statics/js/widget.modal.js
defenseurdesdroits.fr	google analytics	https://www.google-analytics.com/analytics.js
defenseurdesdroits.fr	google	https://ajax.googleapis.com/ajax/libs/webfont/1/webfont.js
defenseurdesdroits.fr	google fonts	https://fonts.googleapis.com/css?family=Ubuntu:700&subset=latin
demission-reconversion.gouv.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=DC-3048978
demission-reconversion.gouv.fr	xiti	https://logs1409.xiti.com/hit.xiti?s=607552&idclient=6224e69d-2ab4-4869-8b09-8fe03d1344d4&ts=1602022044634&vtag=5.18.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x7x24&lng=en-US&idp=0007248602538&p=Accueil%20|%20D%C3%A9mission-reconversion&s2=&ref=
democracyos.consultation.etalab.gouv.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/twitter-bootstrap/3.3.7/css/bootstrap.min.css
democracyos.consultation.etalab.gouv.fr	polyfill.io	https://cdn.polyfill.io/v1/polyfill.min.js
democracyos.consultation.etalab.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Roboto:300,400,700&subset=cyrillic,cyrillic-ext,latin,greek-ext,greek,latin-ext
democracyos.consultation.etalab.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
departement13.fr	jQuery	https://code.jquery.com/jquery-3.3.1.slim.min.js
departement13.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.3/umd/popper.min.js
departement13.fr	bootstrapcdn	https://stackpath.bootstrapcdn.com/bootstrap/4.1.2/js/bootstrap.min.js
departement13.fr	google fonts	https://fonts.googleapis.com/css?family=Open+Sans:400,400i,700,700i
departement13.fr	youtube	https://www.youtube.com/embed/Nw9pft-Pd08
departement13.fr	google analytics	https://ssl.google-analytics.com/ga.js
departement13.fr	facebook	https://connect.facebook.net/en_US/fbevents.js
departement13.fr	twitter	https://static.ads-twitter.com/uwt.js
departement13.fr	google	https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-23686962-1&cid=1052644597.1602022046&jid=1039834425&_v=5.7.2&z=17593685
departements.fr	google fonts	http://fonts.googleapis.com/css?family=Indie+Flower&ver=4.8.5
departements.fr	jsdelivr	http://cdn.jsdelivr.net/jquery.slick/1.6.0/slick.min.js?ver=4.8.5
departements.fr	facebook	http://connect.facebook.net/en_US/sdk.js
departements.fr	google analytics	http://www.google-analytics.com/analytics.js
deux-sevres.fr	google analytics	https://www.google-analytics.com/analytics.js
deux-sevres.gouv.fr	xiti	https://logi241.xiti.com/hit.xiti?s=481986&s2=1&p=Accueil&hl=0x7x30&vrn=1&ac=&an=&lng=en-US&vtag=42010&idp=000730805581&jv=0&r=1920x1200x24x24&re=800x600&ref=
developpement-durable.gouv.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.7.1/Chart.min.js
developpement-durable.gouv.fr	twitter	https://platform.twitter.com/widgets.js
developpement-durable.gouv.fr	xiti	https://logs177.xiti.com/hit.xiti?s=578816&ts=1602022049414&vtag=5.6.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x7x29&lng=en-US&idp=0007296001413&jv=0&p=accueil&s2=1&mc=&np=1&x1=2&x2=fr&x3=0&ptype=1-0-0&ref=
developpement-durable.gouv.fr	hotjar	https://static.hotjar.com/c/hotjar-754265.js?sv=6
devenir-aviateur.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:300,400,500,700,900&display=swap
devenir-aviateur.fr	google analytics	https://2947204.fls.doubleclick.net/activityi;src=2947204;type=deven0;cat=itag-0;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;ord=1;num=3545272434821.878?
devenir-aviateur.fr	google	https://adservice.google.com/ddm/fls/z/dc_pre=CPuTxZn9oOwCFQaw1QodPkYIoQ;src=2947204;type=deven0;cat=itag-0;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;ord=1;num=3545272434821.878
devenir-aviateur.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=DC-9789439
dge-et-vous.entreprises.gouv.fr	addThis	https://s7.addthis.com/js/300/addthis_widget.js
dge-et-vous.entreprises.gouv.fr	google analytics	https://www.google-analytics.com/analytics.js
diabete-robertdebre.aphp.fr	google	http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js?ver=1.11.1
diabete-robertdebre.aphp.fr	jQuery	http://code.jquery.com/jquery-migrate-1.2.1.min.js?ver=1.2.1
diabete-robertdebre.aphp.fr	google maps	https://maps.googleapis.com/maps/api/js?v=3.exp&libraries=places&key=AIzaSyCCC5t16x0hQQYb-TxGJtSIj2g2QsvRNzA&ver=4.9.4
diabete-robertdebre.aphp.fr	google analytics	http://www.google-analytics.com/ga.js
diabete-robertdebre.aphp.fr	twitter	http://platform.twitter.com/widgets.js?_=1602022054305
dialogue-trianon.fr	google fonts	https://fonts.googleapis.com/css?family=Raleway:400,100,200,300,500,600,700,800,900&subset=latin,latin-ext,vietnamese,cyrillic-ext,greek-ext,greek,cyrillic
diffusion.dgs-urgent.sante.gouv.fr 	google tag manager	https://www.googletagmanager.com/gtm.js?id=GTM-PX2MF6
diffusion.dgs-urgent.sante.gouv.fr 	google analytics	https://www.google-analytics.com/analytics.js
diffusion.dgs-urgent.sante.gouv.fr 	facebook	https://connect.facebook.net/en_US/fbevents.js
diffusion.dgs-urgent.sante.gouv.fr 	google	https://www.google.com/ads/ga-audiences?t=sr&aip=1&_r=4&slf_rd=1&v=1&_v=j86&tid=UA-17133237-18&cid=1467721705.1602022057&jid=1099895719&_u=YEBAAEAAAAAAAC~&z=1208773403
dihal.gouv.fr	twitter	https://pbs.twimg.com/media/EjVRfzPXkAAd90u.jpg
diplomatie.gouv.fr	xiti	https://logs1409.xiti.com/hit.xiti?s=609103&idclient=33497cdc-534c-4cde-bf15-8102e27c9057&ts=1602022062140&vtag=5.18.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x7x42&lng=en-US&idp=0007411145858&jv=0&p=accueil_en&s2=1&x1=[26070]&x2=[en]&x3=[https://www.diplomatie.gouv.fr/en/]&ref=
direccte.gouv.fr	xiti	http://logc279.xiti.com/hit.xiti?s=542961&s2=28&p=accueil&ac=&an=&lng=en-US&idp=0007432193999&jv=0&re=800x600&vtag=4.6.2&hl=0x7x43&r=1920x1200x24x24&rn=1602022063066&ref=
dmp.gouv.fr	xiti	https://logs1279.xiti.com/hit.xiti?s=572285&idclient=8741037d-f0e3-403a-b7b8-c332880af9af&ts=1602022086762&vtag=5.17.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x8x6&lng=en-US&idp=0008067926746&p=pageaccueilpatients&s2=&ref=
documentation.outre-mer.gouv.fr	twitter	https://platform.twitter.com/widgets.js
dondesang.efs.sante.fr	google fonts	https://fonts.googleapis.com/css?family=Bitter:400,400italic,700
dondesang.efs.sante.fr	twitter	https://pbs.twimg.com/profile_images/1214187251954941958/shBQpDE3_normal.png
dondesang.efs.sante.fr	xiti	https://logs1407.xiti.com/hit.xiti?s=573874&ts=1602022081400&vtag=5.2.4&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x8x1&lng=en-US&idp=0008013075584&jv=0&p=Accueil&s2=&vrn=1&ref=
dondesang972.efs.sante.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100italic%2C200italic%2C300italic%2C400italic%2C500italic%2C600italic%2C700italic%2C800italic%2C900italic%7CMontserrat%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100italic%2C200italic%2C300italic%2C400italic%2C500italic%2C600italic%2C700italic%2C800italic%2C900italic%7CMontserrat%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100italic%2C200italic%2C300italic%2C400italic%2C500italic%2C600italic%2C700italic%2C800italic%2C900italic%7CSource+Serif+Pro%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100italic%2C200italic%2C300italic%2C400italic%2C500italic%2C600italic%2C700italic%2C800italic%2C900italic%7CSource+Serif+Pro%3A100%2C200%2C300%2C400%2C500%2C600%2C700%2C800%2C900%2C100italic%2C200italic%2C300italic%2C400italic%2C500italic%2C600italic%2C700italic%2C800italic%2C900italic&subset=latin%2Clatin-ext&ver=1.0.0
donneurs.efs.sante.fr	jQuery	https://code.jquery.com/ui/1.12.1/themes/base/jquery-ui.css
donneurs.efs.sante.fr	google	https://www.google.com/recaptcha/api.js
donneurs.efs.sante.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.css
donneurs.efs.sante.fr	xiti	https://logs1406.xiti.com/hit.xiti?s=560762&idclient=0d0aaa4e-6ef2-4a07-a847-d0b5c37591a8&ts=1602022082260&vtag=5.17.0&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x8x2&lng=en-US&idp=0008024752920&jv=0&p=Page_Accueil&s2=&vrn=1&ref=
dordogne.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.5.1/jquery.min.js
dordogne.fr	google fonts	https://fonts.googleapis.com/css?family=Montserrat:300,400,700,900
dordogne.gouv.fr	xiti	https://logp4.xiti.com/hit.xiti?s=491170&s2=1&p=Accueil&hl=0x8x4&vrn=1&ac=&an=&lng=en-US&vtag=42009&idp=0008044673796&jv=0&r=1920x1200x24x24&re=800x600&ref=
dossierfacile.fr	google fonts	https://fonts.googleapis.com/css?family=Open+Sans:200,300,400,400i,500,600,700
dossierfacile.fr	google tag manager	https://www.googletagmanager.com/gtag/js?id=UA-50823626-2
dossierfacile.fr	google analytics	https://www.google-analytics.com/analytics.js
doubs.gouv.fr	xiti	http://logi241.xiti.com/hit.xiti?s=482007&s2=1&p=Accueil&hl=0x8x6&vrn=1&ac=&an=&lng=en-US&idp=0008068677461&jv=0&re=800x600&vtag=44007&hl=0x8x6&r=1920x1200x24x24&ref=
dr19.cnrs.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
dr20.cnrs.fr	twitter	https://platform.twitter.com/widgets.js
dr5.cnrs.fr	google fonts	https://fonts.googleapis.com/css?family=Chivo:300,400,700,900|Rubik:300,400,500,700|Libre+Franklin:300,300i,400,500,600,700
dr5.cnrs.fr	cloudflare	https://cdnjs.cloudflare.com/ajax/libs/mathjax/2.7.0/MathJax.js?config=TeX-AMS-MML_HTMLorMML
dr5.cnrs.fr	youtube	https://www.youtube.com/embed/yaLgQAWf8do?autoplay=1&start=0&rel=0
dr5.cnrs.fr	google analytics	https://googleads.g.doubleclick.net/pagead/id
draaf.bourgogne-franche-comte.agriculture.gouv.fr	xiti	http://logc407.xiti.com/hit.xiti?s=568432&p=page_accueil&hl=0x8x8&r=1920x1200x24x24&ref=
draaf.bretagne.agriculture.gouv.fr	xiti	http://logi103.xiti.com/hit.xiti?s=413647&p=page_accueil&hl=0x8x9&r=1920x1200x24x24&ref=
draaf.occitanie.agriculture.gouv.fr	xiti	http://logc407.xiti.com/hit.xiti?s=568438&p=page_accueil&hl=0x8x9&r=1920x1200x24x24&ref=
draaf.paca.agriculture.gouv.fr	xiti	http://logc20.xiti.com/hit.xiti?s=378391&p=page_accueil&hl=0x8x9&r=1920x1200x24x24&ref=
droits-femmes.gouv.fr	google fonts	https://fonts.googleapis.com/css?family=Francois+One:400italic,600italic,300,400,600,700,800&subset=latin,latin-ext,cyrillic,cyrillic-ext
droits-femmes.gouv.fr	twitter	https://platform.twitter.com/widgets.js
droits-femmes.gouv.fr	facebook	https://connect.facebook.net/fr_FR/sdk.js
droits-femmes.gouv.fr	google	https://imasdk.googleapis.com/js/sdkloader/ima3.js
droits-femmes.gouv.fr	xiti	https://logs152.xiti.com/hit.xiti?s=509901&ts=1602022099302&idclient=17f9b1a0-5019-4fb9-aaed-0ee3b3436923&vtag=5.11.1&ptag=js&r=1920x1200x24x24&re=800x600&hl=0x8x19&lng=en-US&idp=0008198738890&p=&s2=&vrn=1&ref=
drome.gouv.fr	xiti	http://logi241.xiti.com/hit.xiti?s=482128&s2=1&p=Accueil&hl=0x8x13&vrn=1&lng=en-US&vtag=43001&idp=0008137524053&jv=0&r=1920x1200x24x24&re=800x600&ref=
